Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
7bb2ee05-857e-47b7-bf50-d2332d0ffa26,645173,Landing Page Submission,Direct Traffic,No,No,1,4.0,1709,4.0,SMS Sent,India,Supply Chain Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,SMS Sent
9b7806f0-5656-40c6-a51b-77e8eb459539,645128,Landing Page Submission,Direct Traffic,No,No,1,4.0,664,2.0,Email Opened,India,Business Administration,Student of SomeSchool,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Might be,No,No,Other Leads,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Email Opened
656a1e0b-5751-466a-8e4c-8b4f7071f520,645089,Landing Page Submission,Google,No,No,1,10.0,1467,10.0,Email Opened,Netherlands,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,15.0,19.0,No,Yes,Email Opened
952f291c-e2e2-4714-9b9a-a0b8e864d6f2,644911,API,Google,No,No,0,4.0,45,4.0,Email Opened,India,Marketing Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Worst,No,No,Select,Mumbai,02.Medium,02.Medium,14.0,16.0,No,No,Modified
f66fc21b-621d-4dad-a984-dcd0d480da76,644900,Landing Page Submission,Google,No,No,1,6.0,1681,6.0,Email Opened,India,International Business,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,20.0,No,No,Email Opened
ae82160f-921e-4cad-874a-5408ea63dea1,644821,Landing Page Submission,Direct Traffic,No,No,0,1.0,211,1.0,Converted to Lead,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Leads,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Modified
7c4cf29c-5c1d-4a4b-a846-3553d73ef239,644702,API,Google,No,No,1,3.0,1210,3.0,Email Opened,India,Healthcare Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,02.Medium,14.0,13.0,No,No,Email Opened
1c3b8c71-a90b-4779-b8d6-4b1a015dec8c,644665,Landing Page Submission,Google,No,No,1,6.0,938,6.0,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,Yes,Email Opened
afbdb592-b0bf-4551-9c2c-8c1c75406e2a,644594,Landing Page Submission,Direct Traffic,No,No,0,2.0,51,2.0,Email Opened,India,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Leads,Mumbai,01.High,02.Medium,16.0,15.0,No,Yes,Email Opened
a8b4e742-2cce-4280-8549-a4a7d51a0fe2,644500,Landing Page Submission,Direct Traffic,No,No,1,5.0,1513,5.0,Email Opened,India,Media and Advertising,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,19.0,No,Yes,Email Opened
70756038-88af-4ca8-9143-17ad80cb4cf3,644295,Landing Page Submission,Google,No,No,1,5.0,1489,5.0,SMS Sent,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,SMS Sent
862a1de1-c663-4d0a-bc27-2b9b94898510,644286,Landing Page Submission,Google,No,No,0,6.0,101,6.0,Page Visited on Website,India,"Banking, Investment And Insurance",Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Page Visited on Website
cd6943e3-a99c-4fa4-96a6-95c054f569eb,644197,Landing Page Submission,Google,No,No,1,4.0,688,2.0,Email Opened,India,Finance Management,Online Search,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,20.0,No,No,Email Opened
0918c483-3947-4cc0-99e6-56d29483f56b,644174,Landing Page Submission,Direct Traffic,No,No,1,3.0,1024,1.5,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Other Leads,Other Cities of Maharashtra,03.Low,01.High,11.0,17.0,No,Yes,Email Opened
4b3a075d-6cfc-4cb3-bd11-8621b20906b6,644144,Landing Page Submission,Google,No,No,0,3.0,783,3.0,Email Opened,India,Human Resource Management,Social Media,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Might be,No,No,Select,Mumbai,03.Low,01.High,12.0,18.0,No,No,Email Opened
8c43114d-8cc2-40a4-b8d0-b787c693e5a4,644125,Landing Page Submission,Google,No,No,0,8.0,367,2.67,SMS Sent,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Other Cities of Maharashtra,02.Medium,01.High,14.0,17.0,No,No,Modified
4feef19d-6a2f-4499-a081-c5762145de04,644087,Landing Page Submission,Google,Yes,No,1,5.0,777,5.0,Page Visited on Website,India,Business Administration,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,No,Page Visited on Website
8957cc84-12cf-4fc4-a0ba-a365d69b4ab4,643998,API,Social Media,No,No,1,2.0,942,2.0,Olark Chat Conversation,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,02.Medium,15.0,14.0,No,No,Modified
ff8bc336-6906-4d43-9480-60808bf8dae0,643974,API,Google,Yes,No,0,2.0,96,2.0,Email Bounced,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Select,Select,03.Low,02.Medium,12.0,15.0,No,No,Modified
c6faad91-2a68-4ef9-b9ea-8bb6926ad57e,643807,API,Google,No,No,0,2.0,416,1.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Might be,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified
232f7d3b-ee3b-4987-8ef4-a84e8fdecedf,643701,Landing Page Submission,Organic Search,No,No,1,4.0,1171,4.0,Email Opened,India,Finance Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Low in Relevance,No,No,Other Leads,Thane & Outskirts,02.Medium,01.High,15.0,17.0,No,No,Modified
9d7f1d00-382b-4415-a08e-eee4ef0abfc6,643634,Landing Page Submission,Google,No,No,0,5.0,266,5.0,SMS Sent,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Thane & Outskirts,03.Low,01.High,11.0,17.0,No,No,Modified
63926df7-6111-4983-83d9-0ccf2cb5f66d,643546,Landing Page Submission,Direct Traffic,No,No,1,13.0,1018,6.5,SMS Sent,India,Supply Chain Management,Online Search,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Mumbai,01.High,01.High,16.0,18.0,No,Yes,SMS Sent
97a5c0eb-02b5-462b-b31f-8b04d6dc097f,643534,API,Google,Yes,No,0,3.0,202,3.0,Page Visited on Website,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Other Leads,Select,01.High,02.Medium,16.0,14.0,No,No,Modified
c8998352-a39e-42ae-85cd-661c9c1a34b4,643505,Landing Page Submission,Direct Traffic,No,No,1,5.0,300,5.0,Email Opened,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Other Cities of Maharashtra,02.Medium,01.High,14.0,17.0,No,Yes,Email Opened
f6ff4abf-8861-4800-8dfe-811f5cd7a49a,643320,Landing Page Submission,Google,No,No,0,6.0,71,6.0,Email Opened,India,Finance Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Leads,Other Cities,02.Medium,02.Medium,14.0,16.0,No,No,Email Opened
31b98c1c-9795-4bfd-aaad-20cfeb54d024,643247,Landing Page Submission,WeLearn,No,No,1,2.0,1184,2.0,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,14.0,16.0,No,No,Email Opened
14f65545-a240-480f-8882-f94db79d4454,643201,Landing Page Submission,Google,No,No,0,4.0,239,4.0,SMS Sent,India,Supply Chain Management,Email,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Select,Other Cities of Maharashtra,02.Medium,01.High,14.0,17.0,No,No,Modified
ffb7ba6c-4a95-43b4-bfeb-e3029025a03a,643169,Landing Page Submission,Direct Traffic,No,No,0,7.0,268,7.0,Email Opened,United Arab Emirates,Healthcare Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Other Leads,Mumbai,02.Medium,02.Medium,14.0,15.0,No,Yes,Email Opened
7211d363-f4e7-4d36-b2f5-7ba34c502062,642886,API,Google,No,No,0,14.0,148,14.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened
6c051f55-859a-4cb5-983f-0038b0f644ea,642881,Landing Page Submission,Google,No,No,1,5.0,1024,5.0,Email Opened,India,Finance Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,20.0,No,No,Email Opened
144ad3c6-3426-444b-ad36-9c42a320a8b5,642813,Landing Page Submission,Organic Search,No,No,0,5.0,314,5.0,Email Opened,India,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,19.0,No,Yes,Email Opened
25582744-b766-4588-8587-8f14c6da2f30,642798,API,Google,No,No,1,2.0,1734,2.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Modified
0fc94092-43aa-4718-8ce3-b8b2da20ae32,642764,API,Google,No,No,1,2.0,1290,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified
12fcbd80-953e-40fb-aaf2-96f5ff7b2961,642612,Landing Page Submission,Organic Search,No,No,1,7.0,1460,7.0,Email Opened,India,Rural and Agribusiness,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Metro Cities,02.Medium,02.Medium,15.0,13.0,No,Yes,Email Opened
3a9bdbef-856b-4d92-bc31-c78a6a03b4ab,642452,Landing Page Submission,Direct Traffic,No,No,1,2.0,1948,2.0,SMS Sent,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities,02.Medium,02.Medium,14.0,16.0,No,Yes,SMS Sent
d8d15b44-3e4c-42b0-ae86-b6e9cbac9043,642384,API,Google,No,No,1,2.0,1528,2.0,SMS Sent,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Select,02.Medium,02.Medium,15.0,16.0,No,No,SMS Sent
85b71b01-6d01-4714-bbc8-b7cd43c206b7,642204,Landing Page Submission,Google,No,No,1,5.0,1211,2.5,Email Opened,India,Marketing Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,14.0,19.0,No,No,Email Opened
9958f720-0d02-4e53-acd3-c9feb1b95c0f,642061,Landing Page Submission,Google,Yes,No,0,4.0,32,4.0,Email Bounced,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,No,Modified
21728e61-e345-4587-a62b-b56c0f98355f,641850,Landing Page Submission,Google,No,No,1,3.0,845,3.0,SMS Sent,India,IT Projects Management,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Thane & Outskirts,02.Medium,02.Medium,14.0,14.0,No,No,SMS Sent
43ed8409-e707-4c54-a35b-3a6cfaea7efa,641763,Landing Page Submission,Organic Search,No,No,0,5.0,29,5.0,Email Opened,India,International Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Other Leads,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Email Opened
4a8d25e6-034c-4a13-8bc4-d4dd1de1a495,641743,Landing Page Submission,Google,No,No,1,2.0,296,2.0,SMS Sent,India,Operations Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,No,SMS Sent
f82ba06c-77de-469f-aa14-daf916e138a5,641626,Landing Page Submission,Direct Traffic,No,No,1,2.0,1328,2.0,SMS Sent,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities,02.Medium,02.Medium,15.0,16.0,No,Yes,SMS Sent
ff31e840-8fc7-45d0-a399-59accdb1f7dc,641602,API,Google,No,No,1,3.0,481,3.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Email Opened
cb998f04-8bc4-404a-a547-75f320f98e5a,641546,Landing Page Submission,Google,No,No,0,3.0,203,3.0,Email Opened,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,No,Email Opened
87702bc3-ec57-495c-9029-3a4e895e1aca,641424,Landing Page Submission,Google,No,No,0,4.0,355,4.0,Email Opened,India,Finance Management,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Email Opened
293f26f2-bf37-4615-899a-b94ef4176f78,641056,Landing Page Submission,Google,No,No,0,3.0,255,3.0,Email Opened,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Modified
a7b1d47b-167b-4b03-a2dd-235cf1f50b61,641008,API,Google,No,No,1,3.0,1231,1.5,SMS Sent,India,Media and Advertising,Select,Other,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified
23b8490f-0922-4a8e-9511-6a5836e17170,644246,API,Google,No,No,1,4.0,995,1.33,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,17.0,No,No,Email Opened
34a8ad95-b6ea-45dd-abd4-3b7b97efec84,644211,Landing Page Submission,Organic Search,No,No,1,11.0,374,11.0,Email Opened,India,Travel and Tourism,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,01.High,02.Medium,16.0,16.0,No,Yes,Email Opened
be7f2cf1-1821-438d-83ab-ab18c44dce86,644181,Landing Page Submission,Direct Traffic,No,No,1,2.0,118,2.0,SMS Sent,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities of Maharashtra,03.Low,01.High,12.0,17.0,No,Yes,SMS Sent
cb88de9e-545d-4d99-9147-529842216f6f,644129,Landing Page Submission,Google,No,No,1,4.0,1337,4.0,Email Opened,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Email Opened
1e8e66a7-de8b-40af-b7e1-345ec21ab4f7,644076,Landing Page Submission,Direct Traffic,No,No,1,3.0,31,3.0,Email Opened,India,Media and Advertising,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Metro Cities,02.Medium,01.High,14.0,17.0,No,No,Email Opened
43bb0c05-1f42-4bb6-9340-cb0ea32dfd80,644042,API,Google,No,No,1,4.0,1272,4.0,SMS Sent,India,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,02.Medium,15.0,16.0,No,No,SMS Sent
4f08abe2-b9c3-4088-b5e4-8876e023b705,643976,Landing Page Submission,Google,No,No,1,4.0,1205,2.0,Email Opened,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Email Opened
8375adf8-f8fb-4985-9692-5c3d37419b70,643951,Landing Page Submission,Organic Search,No,No,0,6.0,5,3.0,Email Opened,India,Business Administration,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Potential Lead,Other Cities,02.Medium,01.High,13.0,18.0,No,No,Email Opened
af964fca-a43b-4aad-bfba-e70f12b88505,643946,API,Google,No,No,1,4.0,1245,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Potential Lead,Select,02.Medium,02.Medium,15.0,16.0,No,No,SMS Sent
a3a011d2-3f26-4be7-b678-570ac9bf4b88,643938,Lead Add Form,Reference,No,No,1,2.0,826,1.0,Form Submitted on Website,India,Supply Chain Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,20.0,No,Yes,Modified
d3f18d64-291d-4d7c-baef-e3647d102121,643930,API,Organic Search,No,No,1,2.0,345,2.0,Had a Phone Conversation,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Select,02.Medium,02.Medium,13.0,15.0,No,No,Modified
d2028e62-0189-4e3e-8653-a4822d98eb56,643916,Landing Page Submission,Google,No,No,1,14.0,1241,3.5,Email Opened,India,Operations Management,Online Search,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,01.High,01.High,16.0,20.0,No,No,Email Opened
0ca87aef-fa6a-4b3c-acf7-36c1520e8a53,643772,API,Google,No,No,1,2.0,1069,2.0,Email Opened,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Email Opened
2c6577be-36e0-437c-8103-e6dd56b55010,643628,Landing Page Submission,Direct Traffic,No,No,0,2.0,428,2.0,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Might be,No,No,Select,Other Cities of Maharashtra,03.Low,01.High,12.0,17.0,No,Yes,Email Opened
3c6c8850-c560-4a58-b58c-c3424d7170b1,643384,Landing Page Submission,Google,No,No,0,5.0,651,5.0,Unreachable,India,International Business,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,03.Low,01.High,12.0,18.0,No,No,Modified
ff1f908b-8168-4f19-8a0e-4ec50a31b719,643289,Landing Page Submission,Google,No,No,1,5.0,1013,5.0,Email Opened,India,Finance Management,Advertisements,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,15.0,19.0,No,No,Email Opened
264b9c84-e4f6-45e9-9caa-93aa4ed8facc,643053,Landing Page Submission,Google,No,No,1,8.0,2137,8.0,SMS Sent,India,Finance Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,No,SMS Sent
5363bd79-576c-48ed-83e4-024c81ea00c5,642895,Landing Page Submission,Direct Traffic,Yes,No,1,3.0,803,3.0,Email Link Clicked,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Email Link Clicked
0a9b1a0a-265f-49a7-9099-8890f7e5df85,642856,Landing Page Submission,Google,No,No,1,4.0,1590,4.0,Email Opened,India,Marketing Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Email Opened
1ea9cb6c-85c1-4896-88eb-29716cecbb97,642640,API,Google,No,No,1,3.0,736,3.0,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Other Cities,02.Medium,02.Medium,15.0,16.0,No,No,Email Opened
edbf6c16-fa3a-44d5-9994-dd32875c430a,642628,Landing Page Submission,Direct Traffic,No,No,1,2.0,811,2.0,Email Opened,India,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities of Maharashtra,02.Medium,01.High,14.0,17.0,No,Yes,Email Opened
a956d879-09eb-4a7b-a991-27ccb5726f95,642543,Landing Page Submission,Organic Search,No,No,1,4.0,562,4.0,SMS Sent,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Metro Cities,02.Medium,02.Medium,14.0,14.0,No,Yes,SMS Sent
1fc1f191-807c-4f3a-995b-d09e82f22891,642522,Landing Page Submission,Google,No,No,1,1.0,1716,1.0,Converted to Lead,India,"Banking, Investment And Insurance",Student of SomeSchool,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,No,Modified
c6834e22-978b-45b6-9ff4-bcbb4202fc6f,642222,API,Google,No,No,1,2.0,594,1.0,SMS Sent,India,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Select,02.Medium,02.Medium,15.0,13.0,No,No,SMS Sent
c838cd76-fcb9-4f59-92cc-0dbe4cf732d7,642169,API,Google,No,No,1,3.0,1021,3.0,Email Opened,India,Retail Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Dual Specialization Student,Select,02.Medium,02.Medium,13.0,15.0,No,No,Email Opened
eef7a072-f60c-4ba2-b892-dfddd2a5e646,642056,Landing Page Submission,Google,No,No,1,11.0,1714,5.5,Email Opened,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,No,Email Opened
948edb0d-33f0-4464-8f5d-c450cfa70eb3,642049,Landing Page Submission,Google,No,No,0,4.0,700,4.0,SMS Sent,India,Business Administration,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Thane & Outskirts,02.Medium,01.High,13.0,17.0,No,No,Modified
28157e7a-156d-4f46-8863-80d5d675cfe0,641959,Landing Page Submission,Google,No,No,1,6.0,76,3.0,Email Opened,India,Operations Management,Other,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,15.0,19.0,No,No,Email Opened
05d1b0d6-b253-49ff-897f-6112bdfbbac3,641946,Landing Page Submission,Google,No,No,1,6.0,1116,3.0,Email Opened,India,Human Resource Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Dual Specialization Student,Mumbai,02.Medium,01.High,14.0,19.0,No,No,Email Opened
36249219-6c3f-4e9f-a977-ae2b2cc17bc5,641940,Landing Page Submission,Google,No,No,1,3.0,370,1.5,SMS Sent,India,International Business,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,SMS Sent
3d6239ad-f532-4d0d-8367-3f46408ea71a,641905,Landing Page Submission,Google,No,No,1,10.0,1026,10.0,SMS Sent,India,Supply Chain Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,SMS Sent
0041d12d-224e-4b59-8f04-bb79b7035408,641817,API,Google,No,No,1,2.0,1387,2.0,SMS Sent,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,02.Medium,14.0,16.0,No,No,Modified
53eb261a-c8a8-410b-9110-3025d9ac5d22,641734,Landing Page Submission,Google,No,No,0,6.0,555,6.0,SMS Sent,India,E-COMMERCE,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,02.Medium,14.0,15.0,No,Yes,Modified
